novel,onym,origin,internal_form,traits,semantic_links,myth_ref
Туманность Андромеды,Сроки,не определено,,,"{'мифология': 0.452, 'знание': 0.422}",False
Туманность Андромеды,Ход,не определено,,мифологизация,"{'мифология': 0.651, 'сила': 0.567}",True
Туманность Андромеды,Едемте,не определено,,мифологизация,"{'мифология': 0.655, 'знание': 0.522}",True
Туманность Андромеды,Гоби,не определено,,мифологизация,"{'мифология': 0.58, 'знание': 0.453}",True
Туманность Андромеды,Лебедь,не определено,,мифологизация,"{'мифология': 0.762, 'знание': 0.613}",True
Туманность Андромеды,Совет Звездоплавания,не определено,,,"{'мифология': 0.465, 'знание': 0.419}",False
Туманность Андромеды,Кэй Бэром,не определено,,мифологизация,"{'мифология': 0.68, 'знание': 0.566}",True
Туманность Андромеды,Разных Языков,не определено,,,{},False
Туманность Андромеды,Члены Совета,не определено,,,{},False
Туманность Андромеды,Стекла,не определено,,мифологизация,"{'мифология': 0.696, 'знание': 0.563}",True
Туманность Андромеды,Гитара,не определено,,,{},False
Туманность Андромеды,Дворце Внешней,не определено,,,{'мифология': 0.424},False
Туманность Андромеды,Вещей,не определено,,мифологизация,"{'мифология': 0.778, 'знание': 0.659}",True
Туманность Андромеды,Доме,не определено,,мифологизация,"{'мифология': 0.558, 'знание': 0.468}",True
Туманность Андромеды,Забвения,не определено,,мифологизация,"{'мифология': 0.766, 'знание': 0.639}",True
Туманность Андромеды,Юган,не определено,,,"{'мифология': 0.522, 'экология': 0.447}",False
Туманность Андромеды,Вопрос,не определено,,мифологизация,"{'мифология': 0.612, 'знание': 0.56}",True
Туманность Андромеды,Ганимеду,не определено,,мифологизация,"{'мифология': 0.601, 'сила': 0.447}",True
Туманность Андромеды,Москва,не определено,,,{},False
Туманность Андромеды,Гур Ган,не определено,,мифологизация,"{'мифология': 0.768, 'сила': 0.607}",True
Туманность Андромеды,Процесс,не определено,,,"{'знание': 0.5, 'сила': 0.464}",False
Туманность Андромеды,Исследователи,не определено,,,"{'знание': 0.54, 'экология': 0.483}",False
Туманность Андромеды,Каллисто,не определено,,мифологизация,"{'мифология': 0.629, 'знание': 0.504}",True
Туманность Андромеды,Берингову,не определено,,,"{'мифология': 0.464, 'сила': 0.414}",False
Туманность Андромеды,Словом,не определено,,мифологизация,"{'мифология': 0.625, 'знание': 0.596}",True
Туманность Андромеды,Галактика,не определено,,,{},False
Туманность Андромеды,Зрители,не определено,,,"{'мифология': 0.466, 'знание': 0.424}",False
Туманность Андромеды,Кен,не определено,,,"{'мифология': 0.471, 'сила': 0.42}",False
Туманность Андромеды,Тяготение,не определено,,мифологизация,"{'знание': 0.659, 'мифология': 0.655}",True
Туманность Андромеды,Антарктиде,не определено,,,{},False
Туманность Андромеды,Дежурила Низа,не определено,,мифологизация,"{'мифология': 0.551, 'знание': 0.407}",True
Туманность Андромеды,Ведой Конг,не определено,,мифологизация,"{'мифология': 0.598, 'знание': 0.473}",True
Туманность Андромеды,Диск,не определено,,мифологизация,"{'мифология': 0.738, 'знание': 0.618}",True
Туманность Андромеды,Надежда,не определено,,,"{'мифология': 0.493, 'знание': 0.454}",False
Туманность Андромеды,Корабль,не определено,,,{'мифология': 0.409},False
Туманность Андромеды,Пояс,не определено,,мифологизация,"{'мифология': 0.742, 'знание': 0.652}",True
Туманность Андромеды,Эллипс,не определено,,мифологизация,"{'мифология': 0.666, 'знание': 0.57}",True
Туманность Андромеды,Лейкодендроны,не определено,,,"{'мифология': 0.499, 'экология': 0.451}",False
Туманность Андромеды,Хорош,не определено,,,"{'знание': 0.557, 'мифология': 0.548}",False
Туманность Андромеды,Чарой Нанди,не определено,,мифологизация,"{'мифология': 0.631, 'знание': 0.456}",True
Туманность Андромеды,Заведующий,не определено,,мифологизация,"{'мифология': 0.767, 'знание': 0.651}",True
Туманность Андромеды,Хиссом,не определено,,мифологизация,"{'мифология': 0.626, 'знание': 0.504}",True
Туманность Андромеды,Внезапно Дар,не определено,,,"{'мифология': 0.483, 'знание': 0.421}",False
Туманность Андромеды,Оокр,не определено,,мифологизация,"{'мифология': 0.733, 'знание': 0.594}",True
Туманность Андромеды,Магелланова,не определено,,,"{'мифология': 0.493, 'знание': 0.404}",False
Туманность Андромеды,Сил,не определено,,,"{'сила': 0.755, 'знание': 0.463}",False
Туманность Андромеды,Знание,не определено,,мифологизация,"{'знание': 0.688, 'мифология': 0.553}",True
Туманность Андромеды,Скоро Веда,не определено,,мифологизация,"{'мифология': 0.593, 'знание': 0.473}",True
Туманность Андромеды,Крито,не определено,,,{'мифология': 0.412},False
Туманность Андромеды,Академия Стохастики,не определено,,мифологизация,"{'мифология': 0.559, 'знание': 0.517}",True
Туманность Андромеды,Дочь Эвды,не определено,,,{'мифология': 0.499},False
Туманность Андромеды,Участок,не определено,,мифологизация,"{'мифология': 0.754, 'знание': 0.649}",True
Туманность Андромеды,Лекцию,не определено,,,"{'знание': 0.579, 'мифология': 0.511}",False
Туманность Андромеды,Человек,не определено,,мифологизация,"{'мифология': 0.603, 'сила': 0.536}",True
Туманность Андромеды,Поворот,не определено,,мифологизация,"{'мифология': 0.618, 'сила': 0.559}",True
Туманность Андромеды,Сотрясение,не определено,,мифологизация,"{'мифология': 0.74, 'знание': 0.639}",True
Туманность Андромеды,Цереры,не определено,,мифологизация,"{'мифология': 0.695, 'знание': 0.558}",True
Туманность Андромеды,Ант,не определено,,мифологизация,"{'мифология': 0.718, 'знание': 0.59}",True
Туманность Андромеды,Аэлиты,не определено,,мифологизация,"{'мифология': 0.671, 'знание': 0.497}",True
Туманность Андромеды,Космопорт,не определено,,,{'мифология': 0.415},False
Туманность Андромеды,Бины,не определено,,мифологизация,"{'мифология': 0.759, 'знание': 0.616}",True
Туманность Андромеды,Тысячи,не определено,,,{},False
Туманность Андромеды,Большом Мире,не определено,,мифологизация,"{'мифология': 0.604, 'экология': 0.525}",True
Туманность Андромеды,"Лума
Ласви",не определено,,мифологизация,"{'мифология': 0.562, 'знание': 0.438}",True
Туманность Андромеды,Буря,не определено,,мифологизация,"{'мифология': 0.658, 'сила': 0.563}",True
Туманность Андромеды,Образ Веды,не определено,,мифологизация,"{'мифология': 0.685, 'экология': 0.56}",True
Туманность Андромеды,Просторы,не определено,,мифологизация,"{'мифология': 0.701, 'экология': 0.624}",True
Туманность Андромеды,Пела Лина,не определено,,мифологизация,"{'мифология': 0.58, 'знание': 0.435}",True
Туманность Андромеды,Ионизация,не определено,,мифологизация,"{'мифология': 0.681, 'знание': 0.631}",True
Туманность Андромеды,"Грим
Шар",не определено,,мифологизация,"{'мифология': 0.716, 'экология': 0.582}",True
Туманность Андромеды,Учат,не определено,,,"{'знание': 0.648, 'мифология': 0.535}",False
Туманность Андромеды,Существо,не определено,,мифологизация,"{'мифология': 0.713, 'знание': 0.657}",True
Туманность Андромеды,Плутоне,не определено,,,{'мифология': 0.444},False
Туманность Андромеды,Скульптора,не определено,,,"{'мифология': 0.502, 'знание': 0.402}",False
Туманность Андромеды,Обольстительной,не определено,,мифологизация,"{'мифология': 0.76, 'знание': 0.678}",True
Туманность Андромеды,Каду,не определено,,мифологизация,"{'мифология': 0.564, 'экология': 0.506}",True
Туманность Андромеды,Лед,не определено,,мифологизация,"{'мифология': 0.626, 'сила': 0.546}",True
Туманность Андромеды,Академии Горя,не определено,,,"{'мифология': 0.487, 'знание': 0.472}",False
Туманность Андромеды,Тогда Веда,не определено,,мифологизация,"{'мифология': 0.557, 'сила': 0.452}",True
Туманность Андромеды,Сообщение,не определено,,мифологизация,"{'мифология': 0.576, 'знание': 0.554}",True
Туманность Андромеды,Азор,не определено,,мифологизация,"{'мифология': 0.7, 'знание': 0.562}",True
Туманность Андромеды,Карантин,не определено,,мифологизация,"{'мифология': 0.573, 'знание': 0.431}",True
Туманность Андромеды,Рука,не определено,,,"{'мифология': 0.5, 'сила': 0.484}",False
Туманность Андромеды,Зеленоглазая,не определено,,,"{'экология': 0.556, 'мифология': 0.546}",False
Туманность Андромеды,Братья,не определено,,,"{'мифология': 0.484, 'знание': 0.407}",False
Туманность Андромеды,"Тор
Ан",не определено,,мифологизация,"{'мифология': 0.668, 'сила': 0.543}",True
Туманность Андромеды,Марсом,не определено,,,{},False
Туманность Андромеды,Фантастика,не определено,,,"{'мифология': 0.514, 'сила': 0.476}",False
Туманность Андромеды,Матерей,не определено,,мифологизация,"{'мифология': 0.755, 'знание': 0.624}",True
Туманность Андромеды,Секунда,не определено,,мифологизация,"{'мифология': 0.759, 'знание': 0.639}",True
Туманность Андромеды,Поражение,не определено,,,"{'сила': 0.45, 'мифология': 0.432}",False
Туманность Андромеды,Затмит,не определено,,мифологизация,"{'мифология': 0.678, 'знание': 0.567}",True
Туманность Андромеды,Загадка,не определено,,мифологизация,"{'мифология': 0.708, 'знание': 0.591}",True
Туманность Андромеды,Радость,не определено,,,"{'мифология': 0.495, 'сила': 0.461}",False
Туманность Андромеды,Египта,не определено,,,{'мифология': 0.423},False
Туманность Андромеды,Сооружение,не определено,,мифологизация,"{'сила': 0.635, 'мифология': 0.596}",True
Туманность Андромеды,Вызвать Совет,не определено,,,"{'знание': 0.492, 'сила': 0.412}",False
Туманность Андромеды,Окном,не определено,,,"{'мифология': 0.482, 'экология': 0.438}",False
Туманность Андромеды,Потерь,не определено,,,"{'мифология': 0.459, 'знание': 0.421}",False
Туманность Андромеды,Америки,не определено,,,"{'сила': 0.459, 'мифология': 0.449}",False
Туманность Андромеды,Предсказания,не определено,,,"{'мифология': 0.442, 'сила': 0.417}",False
Туманность Андромеды,Тром,не определено,,мифологизация,"{'мифология': 0.692, 'знание': 0.558}",True
Туманность Андромеды,Храбрая Веда,не определено,,мифологизация,"{'мифология': 0.634, 'экология': 0.499}",True
Туманность Андромеды,Циферблат,не определено,,мифологизация,"{'мифология': 0.662, 'экология': 0.539}",True
Туманность Андромеды,Древнем Египте,не определено,,,{'мифология': 0.42},False
Туманность Андромеды,Парус,греч./миф,чёрный парус Тезея,"гибель, трагедия, судьба, мифологизация","{'мифология': 0.674, 'экология': 0.525}",True
Туманность Андромеды,"Великому
Кольцу",не определено,,,"{'мифология': 0.518, 'знание': 0.437}",False
Туманность Андромеды,"Туманность
Андромеды",не определено,,,{},False
Туманность Андромеды,Стерженьки,не определено,,мифологизация,"{'мифология': 0.723, 'экология': 0.602}",True
Туманность Андромеды,Ведой,не определено,,мифологизация,"{'мифология': 0.732, 'сила': 0.602}",True
Туманность Андромеды,Ляо,не определено,,мифологизация,"{'мифология': 0.662, 'знание': 0.522}",True
Туманность Андромеды,Южной Америкой,не определено,,,{},False
Туманность Андромеды,Денеб,не определено,,мифологизация,"{'мифология': 0.626, 'знание': 0.505}",True
Туманность Андромеды,Греции,не определено,,,{},False
Туманность Андромеды,Веду Конг,не определено,,мифологизация,"{'мифология': 0.596, 'знание': 0.46}",True
Туманность Андромеды,Родосе,не определено,,мифологизация,"{'мифология': 0.68, 'знание': 0.542}",True
Туманность Андромеды,"Юнием
Антом",не определено,,,"{'мифология': 0.545, 'знание': 0.427}",False
Туманность Андромеды,Смелости,не определено,,мифологизация,"{'мифология': 0.725, 'знание': 0.634}",True
Туманность Андромеды,Там Веда,не определено,,мифологизация,"{'мифология': 0.641, 'знание': 0.497}",True
Туманность Андромеды,Отходы,не определено,,,"{'мифология': 0.537, 'сила': 0.512}",False
Туманность Андромеды,Господин,не определено,,мифологизация,"{'мифология': 0.675, 'знание': 0.598}",True
Туманность Андромеды,Дар Ветер,рус./библ.,Дар Бога + Ветер (движение/дух),"гуманизм, лидерство, мудрость",{'сила': 0.428},False
Туманность Андромеды,Внимание Чары,не определено,,мифологизация,"{'мифология': 0.633, 'знание': 0.5}",True
Туманность Андромеды,Фильм,не определено,,мифологизация,"{'мифология': 0.742, 'сила': 0.636}",True
Туманность Андромеды,Миру,не определено,,,"{'мифология': 0.53, 'знание': 0.447}",False
Туманность Андромеды,Фрит,не определено,,мифологизация,"{'мифология': 0.753, 'знание': 0.654}",True
Туманность Андромеды,Впервые Дар,не определено,,,"{'мифология': 0.457, 'знание': 0.411}",False
Туманность Андромеды,Гондваны,не определено,,мифологизация,"{'мифология': 0.599, 'знание': 0.46}",True
Туманность Андромеды,Увидев Мвена,не определено,,мифологизация,"{'мифология': 0.704, 'знание': 0.568}",True
Туманность Андромеды,Желтолицый,не определено,,мифологизация,"{'мифология': 0.674, 'экология': 0.562}",True
Туманность Андромеды,Мвеном,не определено,,мифологизация,"{'мифология': 0.661, 'знание': 0.544}",True
Туманность Андромеды,Ляо Лан,не определено,,мифологизация,"{'мифология': 0.624, 'знание': 0.473}",True
Туманность Андромеды,Гостей,не определено,,,"{'мифология': 0.525, 'экология': 0.449}",False
Туманность Андромеды,Личность,не определено,,мифологизация,"{'мифология': 0.61, 'знание': 0.563}",True
Туманность Андромеды,Двери,не определено,,,{'мифология': 0.448},False
Туманность Андромеды,Созвездие,не определено,,,{'мифология': 0.434},False
Туманность Андромеды,Юлла,не определено,,мифологизация,"{'мифология': 0.71, 'знание': 0.565}",True
Туманность Андромеды,Бет Лон,не определено,,мифологизация,"{'мифология': 0.665, 'знание': 0.565}",True
Туманность Андромеды,Большой Мир,не определено,,,"{'мифология': 0.497, 'экология': 0.482}",False
Туманность Андромеды,Единорога,не определено,,мифологизация,"{'мифология': 0.678, 'сила': 0.572}",True
Туманность Андромеды,Сотнями,не определено,,,"{'мифология': 0.433, 'экология': 0.414}",False
Туманность Андромеды,Лина,не определено,,мифологизация,"{'мифология': 0.668, 'знание': 0.533}",True
Туманность Андромеды,Большого Мира,не определено,,,"{'мифология': 0.524, 'экология': 0.483}",False
Туманность Андромеды,Волны,не определено,,мифологизация,"{'мифология': 0.735, 'сила': 0.607}",True
Туманность Андромеды,Здешние,не определено,,мифологизация,"{'мифология': 0.743, 'знание': 0.594}",True
Туманность Андромеды,Романтика,не определено,,,{'мифология': 0.457},False
Туманность Андромеды,Дзеты,не определено,,мифологизация,"{'мифология': 0.713, 'экология': 0.562}",True
Туманность Андромеды,Человеком,не определено,,мифологизация,"{'мифология': 0.61, 'знание': 0.544}",True
Туманность Андромеды,Ожерелье,не определено,,,"{'мифология': 0.48, 'знание': 0.428}",False
Туманность Андромеды,Вечерами,не определено,,,{'мифология': 0.455},False
Туманность Андромеды,Толщина,не определено,,мифологизация,"{'мифология': 0.757, 'знание': 0.612}",True
Туманность Андромеды,Шерлисом,не определено,,мифологизация,"{'мифология': 0.579, 'знание': 0.486}",True
Туманность Андромеды,Спуск,не определено,,мифологизация,"{'мифология': 0.681, 'сила': 0.627}",True
Туманность Андромеды,Лучи,не определено,,мифологизация,"{'мифология': 0.759, 'знание': 0.601}",True
Туманность Андромеды,"Чара
Нанди",не определено,,мифологизация,"{'мифология': 0.629, 'знание': 0.446}",True
Туманность Андромеды,Углы,не определено,,мифологизация,"{'мифология': 0.744, 'экология': 0.629}",True
Туманность Андромеды,Колокол,не определено,,,"{'мифология': 0.504, 'экология': 0.438}",False
Туманность Андромеды,Скорпионе,не определено,,,"{'мифология': 0.547, 'экология': 0.436}",False
Туманность Андромеды,Алтай,не определено,,мифологизация,"{'мифология': 0.662, 'знание': 0.501}",True
Туманность Андромеды,Ноору,не определено,,мифологизация,"{'мифология': 0.701, 'знание': 0.556}",True
Туманность Андромеды,Потом Дар,не определено,,мифологизация,"{'мифология': 0.604, 'знание': 0.48}",True
Туманность Андромеды,Эры Разобщенного,не определено,,мифологизация,"{'мифология': 0.659, 'знание': 0.588}",True
Туманность Андромеды,Образ,не определено,,мифологизация,"{'мифология': 0.628, 'экология': 0.525}",True
Туманность Андромеды,Адамовым Мостом,не определено,,,"{'мифология': 0.54, 'экология': 0.47}",False
Туманность Андромеды,Огоньки,не определено,,мифологизация,"{'мифология': 0.637, 'сила': 0.527}",True
Туманность Андромеды,Рима,не определено,,,{'мифология': 0.484},False
Туманность Андромеды,Съежившаяся Веда,не определено,,мифологизация,"{'мифология': 0.557, 'знание': 0.461}",True
Туманность Андромеды,Восточный Тавр,не определено,,,"{'мифология': 0.544, 'экология': 0.456}",False
Туманность Андромеды,Мвен,не определено,,мифологизация,"{'мифология': 0.704, 'знание': 0.597}",True
Туманность Андромеды,Изображение,не определено,,,"{'мифология': 0.489, 'экология': 0.428}",False
Туманность Андромеды,Масом,не определено,,мифологизация,"{'сила': 0.707, 'мифология': 0.702}",True
Туманность Андромеды,Поток,не определено,,мифологизация,"{'мифология': 0.556, 'сила': 0.503}",True
Туманность Андромеды,Бэр,не определено,,мифологизация,"{'мифология': 0.685, 'знание': 0.601}",True
Туманность Андромеды,Планета,не определено,,,"{'экология': 0.508, 'мифология': 0.444}",False
Туманность Андромеды,Зирде,не определено,,мифологизация,"{'мифология': 0.691, 'знание': 0.553}",True
Туманность Андромеды,Молодежи,не определено,,,{},False
Туманность Андромеды,Юноши,не определено,,мифологизация,"{'мифология': 0.677, 'знание': 0.564}",True
Туманность Андромеды,Тала,не определено,,мифологизация,"{'мифология': 0.705, 'знание': 0.551}",True
Туманность Андромеды,Психология,не определено,,,"{'знание': 0.566, 'мифология': 0.504}",False
Туманность Андромеды,Освещение,не определено,,мифологизация,"{'мифология': 0.69, 'знание': 0.669}",True
Туманность Андромеды,Дорога,не определено,,мифологизация,"{'мифология': 0.672, 'сила': 0.583}",True
Туманность Андромеды,"Спиральной
Дороги",не определено,,,"{'мифология': 0.539, 'сила': 0.487}",False
Туманность Андромеды,Хирург,не определено,,,{},False
Туманность Андромеды,Паутина,не определено,,мифологизация,"{'мифология': 0.685, 'экология': 0.561}",True
Туманность Андромеды,Мечтатель,не определено,,мифологизация,"{'мифология': 0.703, 'знание': 0.553}",True
Туманность Андромеды,"Чары
Нанди",не определено,,мифологизация,"{'мифология': 0.626, 'экология': 0.434}",True
Туманность Андромеды,Легенда,не определено,,мифологизация,"{'мифология': 0.706, 'знание': 0.544}",True
Туманность Андромеды,До Солнца,не определено,,,"{'мифология': 0.464, 'экология': 0.425}",False
Туманность Андромеды,Волны Индийского,не определено,,,{'мифология': 0.511},False
Туманность Андромеды,Шланги,не определено,,мифологизация,"{'мифология': 0.693, 'знание': 0.541}",True
Туманность Андромеды,Название,не определено,,мифологизация,"{'мифология': 0.575, 'знание': 0.453}",True
Туманность Андромеды,Атлантиды,не определено,,,{'мифология': 0.448},False
Туманность Андромеды,Бали,не определено,,,{'мифология': 0.413},False
Туманность Андромеды,Брови,не определено,,мифологизация,"{'мифология': 0.737, 'знание': 0.638}",True
Туманность Андромеды,Эрг,не определено,,мифологизация,"{'мифология': 0.721, 'знание': 0.599}",True
Туманность Андромеды,Юга,не определено,,,{'мифология': 0.461},False
Туманность Андромеды,Чарой,не определено,,мифологизация,"{'мифология': 0.748, 'знание': 0.591}",True
Туманность Андромеды,Ктон,не определено,,мифологизация,"{'мифология': 0.702, 'знание': 0.568}",True
Туманность Андромеды,Перегон,не определено,,мифологизация,"{'сила': 0.652, 'мифология': 0.634}",True
Туманность Андромеды,Зора,не определено,,мифологизация,"{'мифология': 0.777, 'знание': 0.64}",True
Туманность Андромеды,Голова Бины,не определено,,мифологизация,"{'мифология': 0.627, 'сила': 0.524}",True
Туманность Андромеды,Контуры,не определено,,мифологизация,"{'мифология': 0.75, 'знание': 0.646}",True
Туманность Андромеды,Звездах,не определено,,,"{'мифология': 0.521, 'сила': 0.436}",False
Туманность Андромеды,Эра Общего,не определено,,мифологизация,"{'мифология': 0.636, 'сила': 0.566}",True
Туманность Андромеды,География,не определено,,,"{'экология': 0.459, 'мифология': 0.434}",False
Туманность Андромеды,Ангелы,не определено,,,{'мифология': 0.445},False
Туманность Андромеды,Клубы,не определено,,,{},False
Туманность Андромеды,Дом Сибири,не определено,,,{'мифология': 0.43},False
Туманность Андромеды,Тукана,не определено,,мифологизация,"{'мифология': 0.559, 'знание': 0.407}",True
Туманность Андромеды,Талу,не определено,,мифологизация,"{'мифология': 0.744, 'знание': 0.59}",True
Туманность Андромеды,Грома,не определено,,мифологизация,"{'мифология': 0.738, 'сила': 0.651}",True
Туманность Андромеды,Гром Орм,не определено,,мифологизация,"{'мифология': 0.664, 'экология': 0.573}",True
Туманность Андромеды,Ворона,не определено,,,"{'мифология': 0.497, 'экология': 0.425}",False
Туманность Андромеды,Хотела,не определено,,,{},False
Туманность Андромеды,Реакция,не определено,,,"{'мифология': 0.463, 'сила': 0.461}",False
Туманность Андромеды,Тантра,санскрит/миф,"нить (Ариадны), путь","мифологизация, связь, мудрость, путь","{'мифология': 0.645, 'знание': 0.503}",True
Туманность Андромеды,Излучений,не определено,,,"{'мифология': 0.451, 'экология': 0.447}",False
Туманность Андромеды,Великан,не определено,,мифологизация,"{'мифология': 0.72, 'сила': 0.627}",True
Туманность Андромеды,Станции,не определено,,,{},False
Туманность Андромеды,Фантазии,не определено,,мифологизация,"{'мифология': 0.759, 'знание': 0.605}",True
Туманность Андромеды,Воссоединения,не определено,,мифологизация,"{'мифология': 0.578, 'сила': 0.543}",True
Туманность Андромеды,Трепещу,не определено,,мифологизация,"{'мифология': 0.765, 'экология': 0.624}",True
Туманность Андромеды,Мирах,не определено,,мифологизация,"{'мифология': 0.688, 'знание': 0.514}",True
Туманность Андромеды,Звезда,не определено,,мифологизация,"{'мифология': 0.575, 'сила': 0.458}",True
Туманность Андромеды,Язык,не определено,,,"{'мифология': 0.523, 'знание': 0.484}",False
Туманность Андромеды,Бэром,не определено,,мифологизация,"{'мифология': 0.71, 'знание': 0.603}",True
Туманность Андромеды,Юний Ант,не определено,,мифологизация,"{'мифология': 0.691, 'экология': 0.55}",True
Туманность Андромеды,Тритона,не определено,,,{'мифология': 0.415},False
Туманность Андромеды,Дар Ветра,не определено,,,"{'сила': 0.461, 'мифология': 0.439}",False
Туманность Андромеды,Пробуждение,не определено,,мифологизация,"{'мифология': 0.713, 'сила': 0.651}",True
Туманность Андромеды,Драматурга,не определено,,мифологизация,"{'мифология': 0.704, 'знание': 0.541}",True
Туманность Андромеды,Упрощения,не определено,,мифологизация,"{'мифология': 0.644, 'знание': 0.607}",True
Туманность Андромеды,Большой Медведицы,не определено,,,{'экология': 0.411},False
Туманность Андромеды,"Чтобы
Низа",не определено,,мифологизация,"{'мифология': 0.645, 'знание': 0.506}",True
Туманность Андромеды,Мелодия,не определено,,мифологизация,"{'мифология': 0.715, 'знание': 0.558}",True
Туманность Андромеды,Зан,не определено,,мифологизация,"{'мифология': 0.67, 'знание': 0.541}",True
Туманность Андромеды,Приборы,не определено,,мифологизация,"{'мифология': 0.714, 'знание': 0.654}",True
Туманность Андромеды,Пойдемте,не определено,,мифологизация,"{'мифология': 0.568, 'сила': 0.494}",True
Туманность Андромеды,Сядем,не определено,,,{'мифология': 0.439},False
Туманность Андромеды,Центром,не определено,,,"{'мифология': 0.535, 'знание': 0.487}",False
Туманность Андромеды,Решение,не определено,,мифологизация,"{'мифология': 0.58, 'знание': 0.561}",True
Туманность Андромеды,Двойственность,не определено,,мифологизация,"{'мифология': 0.597, 'знание': 0.573}",True
Туманность Андромеды,Ахернар,не определено,,мифологизация,"{'мифология': 0.676, 'знание': 0.513}",True
Туманность Андромеды,Изучение,не определено,,,"{'знание': 0.639, 'мифология': 0.5}",False
Туманность Андромеды,Увеличение,не определено,,,"{'сила': 0.564, 'мифология': 0.436}",False
Туманность Андромеды,Эвда Наль,не определено,,мифологизация,"{'мифология': 0.583, 'знание': 0.428}",True
Туманность Андромеды,Египте,не определено,,,{'мифология': 0.421},False
Туманность Андромеды,Следы,не определено,,мифологизация,"{'мифология': 0.741, 'знание': 0.647}",True
Туманность Андромеды,Пламя,не определено,,,"{'мифология': 0.478, 'сила': 0.411}",False
Туманность Андромеды,Маяковского,не определено,,,{'мифология': 0.443},False
Туманность Андромеды,Печаль,не определено,,мифологизация,"{'мифология': 0.74, 'знание': 0.581}",True
Туманность Андромеды,Языков,не определено,,,"{'мифология': 0.46, 'знание': 0.435}",False
Туманность Андромеды,Радости,не определено,,,"{'мифология': 0.521, 'сила': 0.473}",False
Туманность Андромеды,Ддиза,не определено,,мифологизация,"{'мифология': 0.658, 'знание': 0.532}",True
Туманность Андромеды,Юнию Анту,не определено,,мифологизация,"{'мифология': 0.666, 'знание': 0.513}",True
Туманность Андромеды,Рен Боз,не определено,,мифологизация,"{'мифология': 0.661, 'знание': 0.536}",True
Туманность Андромеды,Реном,не определено,,мифологизация,"{'мифология': 0.702, 'знание': 0.559}",True
Туманность Андромеды,Нутом,не определено,,мифологизация,"{'мифология': 0.722, 'знание': 0.599}",True
Туманность Андромеды,Магеллана,не определено,,мифологизация,"{'мифология': 0.581, 'знание': 0.476}",True
Туманность Андромеды,Дворец,не определено,,,"{'мифология': 0.463, 'сила': 0.439}",False
Туманность Андромеды,Охлаждение,не определено,,мифологизация,"{'мифология': 0.59, 'экология': 0.535}",True
Туманность Андромеды,"Земле
Грахама",не определено,,мифологизация,"{'мифология': 0.621, 'экология': 0.593}",True
Туманность Андромеды,Pea,не определено,,мифологизация,"{'мифология': 0.582, 'экология': 0.529}",True
Туманность Андромеды,"Дар
Ветра",не определено,,,"{'сила': 0.461, 'мифология': 0.439}",False
Туманность Андромеды,"Впервые
Мвен",не определено,,,"{'мифология': 0.531, 'знание': 0.481}",False
Туманность Андромеды,Гейзенберга,не определено,,,"{'мифология': 0.5, 'сила': 0.435}",False
Туманность Андромеды,Платок,не определено,,мифологизация,"{'мифология': 0.569, 'сила': 0.506}",True
Туманность Андромеды,Ухо Дар,не определено,,,"{'мифология': 0.513, 'знание': 0.438}",False
Туманность Андромеды,Гаммой,не определено,,мифологизация,"{'мифология': 0.719, 'знание': 0.553}",True
Туманность Андромеды,Крик Низы,не определено,,мифологизация,"{'мифология': 0.67, 'сила': 0.512}",True
Туманность Андромеды,Сан,не определено,,мифологизация,"{'мифология': 0.73, 'знание': 0.612}",True
Туманность Андромеды,Мгновение,не определено,,мифологизация,"{'мифология': 0.74, 'знание': 0.652}",True
Туманность Андромеды,Куль,не определено,,мифологизация,"{'мифология': 0.74, 'сила': 0.64}",True
Туманность Андромеды,Чары,не определено,,мифологизация,"{'мифология': 0.686, 'экология': 0.553}",True
Туманность Андромеды,Звездолеты,не определено,,,"{'сила': 0.584, 'мифология': 0.538}",False
Туманность Андромеды,Войны,не определено,,,"{'сила': 0.454, 'тирания': 0.432}",False
Туманность Андромеды,Тележки,не определено,,мифологизация,"{'мифология': 0.752, 'знание': 0.618}",True
Туманность Андромеды,Юность,не определено,,мифологизация,"{'мифология': 0.556, 'знание': 0.507}",True
Туманность Андромеды,Речка,не определено,,,"{'экология': 0.471, 'мифология': 0.464}",False
Туманность Андромеды,Тинтажель,не определено,,мифологизация,"{'мифология': 0.72, 'знание': 0.574}",True
Туманность Андромеды,Веде Юний,не определено,,мифологизация,"{'мифология': 0.745, 'знание': 0.599}",True
Туманность Андромеды,Пур Хисс,не определено,,мифологизация,"{'мифология': 0.64, 'знание': 0.487}",True
Туманность Андромеды,Луна,не определено,,,{},False
Туманность Андромеды,Австралии,не определено,,,"{'мифология': 0.44, 'сила': 0.407}",False
Туманность Андромеды,Сочетание,не определено,,мифологизация,"{'мифология': 0.692, 'знание': 0.628}",True
Туманность Андромеды,Машины,не определено,,,{'сила': 0.409},False
Туманность Андромеды,Вой,не определено,,мифологизация,"{'мифология': 0.765, 'знание': 0.64}",True
Туманность Андромеды,Лет,не определено,,,"{'мифология': 0.514, 'сила': 0.479}",False
Туманность Андромеды,Лона,не определено,,мифологизация,"{'мифология': 0.751, 'знание': 0.596}",True
Туманность Андромеды,Зирдой,не определено,,мифологизация,"{'мифология': 0.739, 'знание': 0.592}",True
